000US4206","1"," 35","         2,926","           513","         5,339"
"50000US4206","1"," 36","             0","             0","           504"
"50000US4206","1"," 37","             N","             N","             N"
"50000US4206","1"," 38","             N","             N","             N"
"50000US4206","1"," 39","             N","             N","             N"
"50000US4206","1"," 40","             N","             N","             N"
"50000US4206","1"," 41","        10,886","         4,601","
