","103,806","103,657","103,688","103,717"
Ernest borough,Pennsylvania,477,481,486,487,492,499,501,501
Etna borough,Pennsylvania,"3,671","3,726","3,775","3,823","3,867","3,913","3,924","3,924"
Evans City borough,Pennsylvania,"1,957","1,965","1,986","1,992","1,998","2,008","2,009","2,009"
Everett borough,Pennsylvania,"1,888","1,901","1,912","1,917","1,927","1,912","1,905","1,905"
Everson borough,Pennsylvania,806,812,819,824,830,840,842,842
Exeter borough,Pennsylvania,"6,007","6,030","6,004","6,015","5,9
