+/-0.6"
"DP04",131.0,"No cash rent","363","+/-216","100","(X)"
"DP04",132.0,"Median (dollars)","697","+/-103","(X)","(X)"
"DP04",132.3,,,,,
"DP04",132.5,"GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME",,,,
"DP04",133.0,"Renter-occupied units","12,341","+/-1,633","100","(X)"
"DP04",134.0,"Less than 15.0 percent","1,545","+/-694","12.5","+/-5.3"
"DP04",135.0,"15.0 to 19.9 percent","1,881","+/-628","15.2","+/-4.5"
"DP04",136.0,"20.0 to 24.9 percent","1,911","+/-681","15.5","+/-5.3"
"DP04",137.0,"25.0 to 29.9 p
