ian Lake borough,Pennsylvania,452,448,446,447,445,450,450,450
Industry borough,Pennsylvania,"1,845","1,862","1,878","1,884","1,899","1,917","1,921","1,921"
Ingram borough,Pennsylvania,"3,478","3,529","3,576","3,620","3,659","3,701","3,712","3,712"
Irvona borough,Pennsylvania,647,654,660,667,672,679,680,680
Irwin borough,Pennsylvania,"4,187","4,214","4,248","4,278","4,317","4,357","4,366","4,366"
Ivyland borough,Pennsylvania,804,696,617,499,492,493,492,492
Jackson Center borough,Pennsylvania,216,218,22
