   2","     101","English","        86,281","   6.4%","        81,387","   6.0%","- 0.4%","+/-1.0%","no"
"        2","     102","French (except Basque)","        19,143","   1.4%","        25,947","   1.9%","   0.5%","+/-0.7%","no"
"        2","     103","French Canadian","         3,686","   0.3%","         2,204","   0.2%","- 0.1%","+/-0.2%","no"
"        2","     104","German","       241,110","  17.9%","       224,265","  16.6%","- 1.3%","+/-2.0%","no"
"        2","     105","Greek","        12,355"
