217","2,156","2,100","2,083","2,083"
DuBois city,Pennsylvania,"7,838","7,870","7,920","7,982","8,030","8,113","8,123","8,123"
Duboistown borough,Pennsylvania,"1,233","1,241","1,248","1,257","1,262","1,277","1,280","1,280"
Dudley borough,Pennsylvania,207,207,209,211,210,212,212,192
Dunbar borough,Pennsylvania,"1,172","1,181","1,189","1,196","1,203","1,217","1,219","1,219"
Duncannon borough,Pennsylvania,"1,496","1,492","1,487","1,493","1,500","1,506","1,508","1,508"
Duncansville borough,Pennsylvania,"1,
