line town,Washington,163,161,162,162,162
.Metaline Falls town,Washington,223,221,222,223,223
.Newport city,Washington,"2,052","2,031","1,941","1,921","1,921"
.Balance of Pend Oreille County,Washington,"8,877","8,760","8,730","8,735","8,735"
Pierce County,Washington,"732,282","718,918","704,028","700,820","700,820"
.Auburn city (pt.),Washington,171,160,149,146,146
.Bonney Lake city,Washington,"12,396","11,556","11,212","11,133","9,687"
.Buckley city,Washington,"4,507","4,434","4,201","4,145","4,145"
.Carbona
