811","7,771","7,615","7,496","7,490","7,490"
Gilberton borough,Pennsylvania,838,841,845,852,858,866,867,867
Girard borough,Pennsylvania,"3,017","3,055","3,100","3,113","3,134","3,154","3,164","3,164"
Girardville borough,Pennsylvania,"1,674","1,681","1,691","1,706","1,721","1,738","1,742","1,742"
Glasgow borough,Pennsylvania,60,61,61,62,62,63,63,63
Glassport borough,Pennsylvania,"4,675","4,745","4,807","4,866","4,921","4,979","4,993","4,993"
Glen Campbell borough,Pennsylvania,292,294,297,299,301,305,30
