ulation",154,"Population 16 years and over",,,"542,618","+/-4,321"
"001","Total population",155,"In labor force",,,"59.2","+/-1.0"
"001","Total population",156,"Civilian labor force",,,"59.2","+/-1.0"
"001","Total population",157,"Employed",,,"55.3","+/-1.0"
"001","Total population",158,"Unemployed",,,"3.9","+/-0.5"
"001","Total population",159,"Percent of civilian labor force",,,"6.6","+/-0.8"
"001","Total population",160,"Armed Forces",,,"0.1","+/-0.1"
"001","Total population",161,"Not in labor force",,,"
