4","  4","         5,141","         2,633","         7,649"
"50000US3704","4","  5","         9,484","         6,469","        12,499"
"50000US3704","4","  6","        17,988","        13,702","        22,274"
"50000US3704","4","  7","        30,391","        24,269","        36,513"
"50000US3704","4","  8","        15,488","        11,548","        19,428"
"50000US3704","4","  9","        16,590","        11,868","        21,312"
"50000US3704","4"," 10","             0","             0","           5
