15,834",30.7
..Healthcare support occupations,"1,842",1.7,135,0.3,"1,707",3.3
..Protective service occupations,272,0.3,195,0.4,77,0.1
..Food preparation and service related occupations,"1,888",1.8,784,1.5,"1,104",2.1
..Building and grounds cleaning and maintenance occupations,"1,509",1.4,889,1.7,620,1.2
..Personal care and service occupations,"13,060",12.4,734,1.4,"12,326",23.9
.Sales and office occupations,"21,039",20.0,"7,796",14.5,"13,243",25.6
..Sales and related occupations,"11,200",10.6,"6,434",12.0,"
