         ,         ,         ,         ,         
...Public,"1,144",83,46,36,109,135,112,207,107,97,25,186
...Private,"1,679",38,7,25,57,84,110,401,298,303,178,178
..Kindergarten,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         
...Public,"1,890",79,54,42,143,198,166,471,229,162,109,237
...Private,406,8,6,14,12,26,15,91,77,58,67,33
..Elementary,         ,         ,         ,         ,         ,         ,         ,         ,         
