2","80,575","80,433","79,524"
.Kirkland city,Washington,"45,534","45,107","45,039","45,054","45,054"
.Lake Forest Park city,Washington,"12,702","12,776","12,844","12,871","13,142"
.Maple Valley city,Washington,"14,112","14,159","14,187","14,209","14,209"
.Medina city,Washington,"3,036","3,034","3,014","3,011","3,011"
.Mercer Island city,Washington,"22,313","22,297","22,076","22,036","22,036"
.Milton city (pt.),Washington,858,851,821,814,814
.Newcastle city,Washington,"8,599","8,509","7,895","7,746","7,737"
