","N","N","N","N"
"B05008",24.000,"Other Central America:","N","N","N","N"
"B05008",25.000,"Entered 2000 or later","N","N","N","N"
"B05008",26.000,"Entered 1990 to 1999","N","N","N","N"
"B05008",27.000,"Entered before 1990","N","N","N","N"
"B05008",28.000,"South America:","N","N","N","N"
"B05008",29.000,"Entered 2000 or later","N","N","N","N"
"B05008",30.000,"Entered 1990 to 1999","N","N","N","N"
"B05008",31.000,"Entered before 1990","N","N","N","N"
"B05008",32.000,"Other areas:","N","N","N","N"
"B05008",33
