6 years,"1,702",277,453,745,11,11,12,106
..16 to 19 years,"1,234",75,187,167,20,6,14,-,2,132,..16 to 19 years,245,66,89,137,62,-,6,28
..20 to 24 years,"3,592",213,604,287,81,31,149,-,8,292,..20 to 24 years,708,129,366,379,265,3,5,71
..25 to 29 years,"3,153",195,364,224,97,14,136,-,11,494,..25 to 29 years,687,170,317,308,53,-,26,57
..30 to 44 years,"5,312",478,334,476,132,21,215,7,31,811,..30 to 44 years,"1,454",257,400,522,17,11,48,98
..45 to 64 years,"2,748",216,125,285,79,28,80,23,19,310,..45 to 64 y
