78,        -17282,          5896,          -891,         -5588,        -24004,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "24",        -21554,         -2176,            78,         -7758,         -6115,         -7759,         -2115,         -4320,
  "25",             0,        -12849,        
