FLATION-ADJUSTED DOLLARS) FOR THE  CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",,,,
"B24082",.,"Universe:  Civilian employed population 16 years and over with earnings",,,,
"B24082",1.000,"Male:","49,976","+/-2,382","47,594","52,358"
"B24082",2.000,"Private for-profit wage and salary workers:","46,530","+/-2,170","44,360","48,700"
"B24082",3.000,"Employee of private company workers","45,214","+/-2,834","42,380","48,048"
"B24082",4.000,"Self-employed in own incorporated business workers","100,000+","***",
