2","113","         4,234","         2,408","         6,060"
"50000US3917","2","114","         9,659","         5,839","        13,479"
"50000US3917","2","115","        11,187","         7,298","        15,076"
"50000US3917","2","116","        28,027","        22,072","        33,982"
"50000US3917","2","117","         1,927","             0","         4,328"
"50000US3917","2","118","         3,888","         2,030","         5,746"
"50000US3917","2","119","         2,031","           807","         3,2
