tal population","N","N","N","N","N"
"DP02",122.0,"American","N","N","N","N","N"
"DP02",123.0,"Arab","N","N","N","N","N"
"DP02",124.0,"Czech","N","N","N","N","N"
"DP02",125.0,"Danish","N","N","N","N","N"
"DP02",126.0,"Dutch","N","N","N","N","N"
"DP02",127.0,"English","N","N","N","N","N"
"DP02",128.0,"French (except Basque)","N","N","N","N","N"
"DP02",129.0,"French Canadian","N","N","N","N","N"
"DP02",130.0,"German","N","N","N","N","N"
"DP02",131.0,"Greek","N","N","N","N","N"
"DP02",132.0,"Hungarian","N","N",
