   1","      51","HISPANIC ORIGIN AND RACE"," "," "," "," "," "," "," "
"        1","      51","     Total population","5,020,782","   100%","     5,346,616","   100%","       325,834","*****","- -"
"        1","      52","Hispanic or Latino (of any race)","1,271,066","  25.3%","     1,452,223","  27.2%","   1.9%","*****","- -"
"        1","      53","     Mexican","1,098,003","  21.9%","     1,303,400","  24.4%","   2.5%","+/-0.7%","yes"
"        1","      54","     Puerto Rican","   13,580","   0.3%",
