6,306
Glendon borough,Pennsylvania,364,365,365,365,365,366,367,367
Glenfield borough,Pennsylvania,223,226,227,230,233,235,236,236
Glen Hope borough,Pennsylvania,143,144,145,146,147,149,149,149
Glenolden borough,Pennsylvania,"7,309","7,325","7,362","7,386","7,440","7,470","7,476","7,476"
Glen Rock borough,Pennsylvania,"1,853","1,829","1,814","1,799","1,802","1,809","1,809","1,809"
Goldsboro borough,Pennsylvania,940,926,930,933,934,938,939,939
Gordon borough,Pennsylvania,753,756,760,766,772,780,781,781
