1,539","1,561","51,475","1,514",
"DP04",90.0,"Housing units with a mortgage","31,946","1,623","30,486","1,403",
"DP04",91.0,"Less than $300","0.9%","0.5","0.8%","0.4",
"DP04",92.0,"$300 to $499","1.6%","0.5","3.2%","0.7","*"
"DP04",93.0,"$500 to $699","8.2%","1.3","6.3%","1.1",
"DP04",94.0,"$700 to $999","14.2%","1.6","16.6%","1.5",
"DP04",95.0,"$1,000 to $1,499","17.8%","1.8","17.8%","1.7",
"DP04",96.0,"$1,500 to $1,999","11.1%","1.2","7.7%","1.1","*"
"DP04",97.0,"$2,000 or more","8.1%","1.2","6.8%","1.3",
