0US1000","1"," 34","           459","            49","           869"
"50000US1000","1"," 35","           958","           293","         1,623"
"50000US1000","1"," 36","             0","             0","           290"
"50000US1000","1"," 37","             N","             N","             N"
"50000US1000","1"," 38","             N","             N","             N"
"50000US1000","1"," 39","             N","             N","             N"
"50000US1000","1"," 40","             N","             N","  
