inese","510","+/-441","69","951"
"C02006",4.000,"Filipino","245","+/-242","3","487"
"C02006",5.000,"Japanese","0","+/-265","0","265"
"C02006",6.000,"Korean","192","+/-218","0","410"
"C02006",7.000,"Vietnamese","674","+/-533","141","1,207"
"C02006",8.000,"Other Asian","609","+/-456","153","1,065"
"C02007",.,"NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE BY SELECTED GROUPS",,,,
"C02007",.,"Universe:  Total Native Hawaiian and Other Pacific Islander alone population",,,,
"C02007",1.000,"Total:","N","N","N",
