529","English (015, 022)",188,"Construction, extraction, maintenance, and repair occupations","19.5","+/-1.4","15.6","+/-4.6"
"529","English (015, 022)",189,"Production, transportation, and material moving occupations","13.0","+/-1.2","8.6","+/-2.5"
"529","English (015, 022)",190,"Female civilian employed population 16 years and over","197,909","+/-4,915","22,027","+/-2,459"
"529","English (015, 022)",191,"Management, professional, and related occupations","38.4","+/-1.9","45.3","+/-6.2"
"529","English (015
