2,411.1,2,2057.1,2,2313.1,-9,9,-9,9
gasexII,HRP,1,1,3,1103,8,2,2001,0203,39.0854,-2,-102,16.62,24.52,25.371,34.974,34.9688,2,166.395,2,9,2,0.224,2,4.598965,2,4.7,2,407.8,2,2056.7,2,2314.4,0.281,2,0.061,2
gasexII,HRP,1,1,4,1104,8,2,2001,0203,39.0854,-2,-102,14.54,24.521,25.3559,34.975,34.9701,2,166.3949,2,9,2,0.226,2,4.589198,2,4.7,2,408.2,2,2055.8,2,2313.1,-9,9,-9,9
gasexII,HRP,1,1,5,1105,8,2,2001,0203,39.0854,-2,-102,12.47,24.664,25.6903,34.964,34.9691,2,168.846,2,9,2,0.228,2,4.491592,2,4.7,2,401.3,2,2056.
