rs)","102,105","+/-6,296","(X)","(X)"
"DP03",64.3,,,,,
"DP03",65.0,"With earnings","42,891","+/-2,588","89.4","+/-1.9"
"DP03",66.0,"Mean earnings (dollars)","101,371","+/-6,767","(X)","(X)"
"DP03",67.0,"With Social Security","8,867","+/-1,085","18.5","+/-2.2"
"DP03",68.0,"Mean Social Security income (dollars)","13,637","+/-1,661","(X)","(X)"
"DP03",69.0,"With retirement income","4,859","+/-918","10.1","+/-1.9"
"DP03",70.0,"Mean retirement income (dollars)","19,843","+/-4,442","(X)","(X)"
"DP03",70.3,,,,,
"D
