0","27,381","27,373","27,373"
Grant County,North Dakota,"1,729","1,726","1,723","1,722","1,722"
Griggs County,North Dakota,"1,517","1,519","1,521","1,521","1,521"
Hettinger County,North Dakota,"1,417","1,417","1,419","1,419","1,419"
Kidder County,North Dakota,"1,629","1,621","1,612","1,610","1,610"
LaMoure County,North Dakota,"2,279","2,277","2,272","2,271","2,271"
Logan County,North Dakota,"1,193","1,193","1,193","1,193","1,193"
McHenry County,North Dakota,"2,999","2,994","2,985","2,983","2,983"
McIntosh C
