,,,,,,,Intracounty,,,,,,,,
.MOVERS 1+ YEARS,"22,736","1,588","2,167","2,228",528,115,741,47,81,"2,776",.MOVERS 1+ YEARS,"5,548","1,088","1,984","2,654",411,38,310,431
.SEX,,,,,,,,,,,.SEX,,,,,,,,
..Male,"11,281",771,"1,029","1,078",298,62,383,24,42,"1,362",..Male,"2,767",539,999,"1,332",210,16,158,212
..Female,"11,455",818,"1,138","1,150",230,53,358,24,39,"1,413",..Female,"2,781",549,985,"1,322",202,22,152,219
.AGE,,,,,,,,,,,.AGE,,,,,,,,
..Under 16 years,"5,931",380,528,712,115,14,145,4,7,709,..Under 1
