ears, 389 , 55 , 4 , - , - , 8 , 299 , - , - , - , - , 24 , - 
...20-24 years," 3,325 "," 1,278 ", 73 , 3 , 87 , 110 ," 1,537 ", 7 , 1 , 11 , 11 , 206 , - 
...25-29 years," 8,261 "," 4,772 ", 131 , 25 , 503 , 414 ," 1,932 ", 16 , 4 , 85 , 19 , 361 , - 
...30-34 years," 12,582 "," 8,711 ", 173 , 22 , 925 , 566 ," 1,630 ", 42 , 5 , 190 , 64 , 253 , - 
...35-39 years," 15,753 "," 11,576 ", 165 , 129 ," 1,492 ", 659 ," 1,108 ", 52 , 24 , 311 , 53 , 184 , - 
...40-44 years," 14,540 "," 11,260 ", 125 , 145 ,
