     3","      38","Wholesale trade","        60,516","   6.0%","        60,210","   6.0%","   0.0%","+/-1.2%","no"
"        3","      39","Retail trade","       115,538","  11.5%","       110,085","  11.1%","- 0.4%","+/-1.7%","no"
"        3","      40","Transportation and warehousing, and utilities","        75,358","   7.5%","        74,787","   7.5%","   0.0%","+/-1.5%","no"
"        3","      41"," Information","        32,490","   3.2%","        30,579","   3.1%","- 0.1%","+/-0.8%","no"
"        3
