0.2%","+/-0.7%","no"
"        1","      16","85 years and over","        22,494","   1.8%","        24,417","   2.0%","   0.2%","+/-0.5%","no"
"        1","      17"," "," "," "," "," "," "," "," "
"        1","      17","Median age (years)","          40.1","(NA)","          40.4","(NA)","           0.3","+/-0.5","no"
"        1","      18"," "," "," "," "," "," "," "," "
"        1","      18","18 years and over","       961,523","  78.2%","       955,843","  77.7%","- 0.5%","+/-0.2%","yes"
"       
