56.9%","0.7","54.7%","0.4","*"
"DP05",61.0,"American Indian and Alaska Native","0.5%","0.1","0.4%","0.1",
"DP05",62.0,"Asian","5.1%","0.3","4.6%","0.1","*"
"DP05",63.0,"Native Hawaiian and Other Pacific Islander","0.1%","0.1","N","N","N"
"DP05",64.0,"Some other race","8.8%","0.7","6.4%","0.5","*"
"DP05",64.3,,,,,,
"DP05",64.5,"HISPANIC OR LATINO AND RACE",,,,,
"DP05",65.0,"Total population","682,943","8,517","683,079","4,738",
"DP05",66.0,"Hispanic or Latino (of any race)","14.9%","0.7","10.6%","0.2","*"
"D
