l graduate or higher",,,"78.9","+/-1.3"
"001","Total population",98,"Bachelor's degree or higher",,,"16.0","+/-0.9"
"001","Total population",99,"Male, bachelor's degree or higher",,,"16.4","+/-1.1"
"001","Total population",100,"Female, bachelor's degree or higher",,,"15.7","+/-1.2"
"001","Total population",101,"Women 15 to 50 years",,,"161,260","+/-2,276"
"001","Total population",102,"Women 15 to 50 years who had a birth in the past 12 months",,,"6,762","+/-1,565"
"001","Total population",103,"Unmarried wom
