4"," 68","         2,270","           398","         4,142"
"50000US4830","4"," 69","        11,382","         8,204","        14,560"
"50000US4830","4"," 70","        21,677","        17,613","        25,741"
"50000US4830","4"," 71","        22,886","        18,849","        26,923"
"50000US4830","4"," 72","         5,563","         3,087","         8,039"
"50000US4830","4"," 73","         3,667","         2,403","         4,931"
"50000US4830","4"," 74","           979","           930","         1,0
