355,797,"3,193","1,891",929,"1,218",411,72,50
.NONFAMILY HOUSEHOLDER,,,,,,,,,,
..Living alone,"21,443","1,335","1,806","6,776","3,721","1,758","3,772","1,600",372,302
..Living with nonrelatives,"3,518",69,185,978,715,282,817,333,62,77
.RELATIVE OF HOUSEHOLDER,,,,,,,,,,
..Spouse,"42,794",951,"2,450","14,533","7,188","4,040","8,806","3,552",708,567
..Other,"8,515",489,889,"3,580","1,229",601,"1,283",330,77,37
.NONRELATIVE,,,,,,,,,,
..Nonrelative,"5,496",149,444,"2,002",977,418,"1,094",298,53,62
Footn
