7,806","493,114","487,638","480,563","473,770","467,131","465,746","465,746"
.15 to 44 years,"259,057","261,289","262,426","263,606","263,419","263,098","262,303","262,104","262,104"
,,,,,,,,,
.Median age (years),40.0,39.6,39.2,38.8,38.5,38.1,37.7,37.6,37.6
FEMALE,"675,147","674,092","672,517","669,643","664,771","659,650","655,792","654,614","654,614"
.Under 5 years,"33,869","34,024","33,985","33,944","33,908","34,134","34,521","34,540","34,540"
.5 to 9 years,"35,349","35,841","36,634","37,136","37,9
