 siblings, 810 , 522 , 9 , - , 25 , 63 , 103 , 6 , - , 11 , - , - , 70 
..NATIVITY OF CHILD AND PARENTS,,,,,,,,,,,,,
...Native child and parent," 26,831 "," 18,065 ", 266 , 259 ," 2,592 "," 1,022 "," 3,282 ", 53 , 54 , 636 , 120 , 482 , - 
...Native child and foreign born parent," 6,162 "," 5,023 ", 75 , 25 , 264 , 231 , 346 , 35 , 9 , 51 , 7 , 95 , - 
...Foreign-born child and parent," 1,261 "," 1,022 ", 21 , 15 , 46 , 56 , 67 , 9 , 6 , 7 , 6 , 7 , - 
...Foreign-born child and native born parent, 87 ,
