n Indian and Alaska Native alone population",,,,
"B01001C",1.000,"Total:","N","N","N","N"
"B01001C",2.000,"Male:","N","N","N","N"
"B01001C",3.000,"Under 5 years","N","N","N","N"
"B01001C",4.000,"5 to 9 years","N","N","N","N"
"B01001C",5.000,"10 to 14 years","N","N","N","N"
"B01001C",6.000,"15 to 17 years","N","N","N","N"
"B01001C",7.000,"18 and 19 years","N","N","N","N"
"B01001C",8.000,"20 to 24 years","N","N","N","N"
"B01001C",9.000,"25 to 29 years","N","N","N","N"
"B01001C",10.000,"30 to 34 years","N","N"
