B25016",18.000,"1.01 to 1.50 occupants per room","N","N","N","N"
"B25016",19.000,"1.51 or more occupants per room","N","N","N","N"
"B25017",.,"ROOMS",,,,
"B25017",.,"Universe:  Housing units",,,,
"B25017",1.000,"Total:","42,759","+/-1,986","40,773","44,745"
"B25017",2.000,"1 room","350","+/-247","103","597"
"B25017",3.000,"2 rooms","1,552","+/-575","977","2,127"
"B25017",4.000,"3 rooms","6,214","+/-1,440","4,774","7,654"
"B25017",5.000,"4 rooms","7,797","+/-1,525","6,272","9,322"
"B25017",6.000,"5 rooms","1
