        19680,         20634,         19303,         21417,
   "5",           104,           254,           168,           131,           138,            91,           105,           109,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "6",          8182,          7458,          6252,          6207,          6900,          6945,          6206,          6670,
   "7",          1099,          1191,          1186,          12
