,"24,759 ","24,685 ","24,975 ","25,237 ","25,307 ","25,490 ","25,525 ","25,614 "
Polk,Arkansas,"17,347 ","17,361 ","17,491 ","17,772 ","18,244 ","18,710 ","19,005 ","19,601 ","19,903 ","20,094 ","20,079 ","20,229 "
Pope,Arkansas,"45,883 ","46,225 ","47,393 ","48,350 ","49,279 ","50,529 ","51,476 ","51,882 ","52,389 ","53,383 ","54,300 ","54,469 "
Prairie,Arkansas,"9,518 ","9,522 ","9,408 ","9,327 ","9,404 ","9,351 ","9,451 ","9,514 ","9,570 ","9,649 ","9,590 ","9,539 "
Pulaski,Arkansas,"349,569 ","350,060 "
