German (032-045)",190,"Female civilian employed population 16 years and over","140,466","+/-4,515","18,691","+/-2,370"
"535","German (032-045)",191,"Management, professional, and related occupations","30.6","+/-1.8","34.5","+/-5.7"
"535","German (032-045)",192,"Service occupations","23.5","+/-1.9","23.7","+/-5.8"
"535","German (032-045)",193,"Sales and office occupations","35.5","+/-2.5","36.9","+/-6.1"
"535","German (032-045)",194,"Farming, fishing, and forestry occupations","0.2","+/-0.2","0.0","+/-1.0"
"
