otal:","30,869","+/-614","30,255","31,483"
"B24031",2.000,"Agriculture, forestry, fishing and hunting, and mining:","19,116","+/-10,403","8,713","29,519"
"B24031",3.000,"Agriculture, forestry, fishing and hunting","19,116","+/-10,403","8,713","29,519"
"B24031",4.000,"Mining","-","**","**","**"
"B24031",5.000,"Construction","29,208","+/-2,324","26,884","31,532"
"B24031",6.000,"Manufacturing","34,502","+/-2,419","32,083","36,921"
"B24031",7.000,"Wholesale trade","42,031","+/-8,964","33,067","50,995"
"B24031",
