2","113","           910","             0","         2,102"
"50000US4812","2","114","        16,900","        13,019","        20,781"
"50000US4812","2","115","        11,008","         7,165","        14,851"
"50000US4812","2","116","             0","             0","           540"
"50000US4812","2","117","         1,244","             0","         2,807"
"50000US4812","2","118","         5,267","         2,581","         7,953"
"50000US4812","2","119","         1,306","           289","         2,3
