113.0,"Not computed","0","164","0","162",
"DP04",114.0,"Housing unit without a mortgage","13,175","1,030","12,469","900",
"DP04",115.0,"Less than 10.0 percent","21.7%","2.7","21.3%","2.5",
"DP04",116.0,"10.0 to 14.9 percent","9.0%","1.6","9.2%","2.0",
"DP04",117.0,"15.0 to 19.9 percent","2.7%","0.8","3.4%","1.0",
"DP04",118.0,"20.0 to 24.9 percent","3.2%","1.1","4.7%","1.8",
"DP04",119.0,"25.0 to 29.9 percent","2.9%","0.8","2.3%","0.8",
"DP04",120.0,"30.0 to 34.9 percent","1.6%","0.9","0.9%","0.6",
"DP04",1
