 "",            "",            "",            "",            "",            "",            "",
  "32",        -20676,        -30202,        -34553,        -23168,         34695,          2350,         -8164,        -62712,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "33",         -8034,        -60893,          3688,        -15313,         -4680,          8271,        -11059,        -54218,
  "34",        -31168,       
