8,931","9,067","9,090","9,146"
Connoquenessing borough,Pennsylvania,562,563,567,565,563,564,564,564
Conshohocken borough,Pennsylvania,"7,711","7,739","7,752","7,689","7,605","7,593","7,589","7,589"
Conway borough,Pennsylvania,"2,191","2,211","2,232","2,238","2,258","2,284","2,290","2,290"
Conyngham borough,Pennsylvania,"1,865","1,873","1,891","1,908","1,927","1,952","1,958","1,958"
Coopersburg borough,Pennsylvania,"2,570","2,564","2,560","2,557","2,568","2,580","2,582","2,582"
Cooperstown borough,Penn
