ize of renter-occupied unit","2.71","**","2.69","**",
"DP04",48.3,,,,,,
"DP04",48.5,"YEAR HOUSEHOLDER MOVED INTO UNIT",,,,,
"DP04",49.0,"Occupied housing units","73,479","1,712","76,249","1,547",
"DP04",50.0,"Moved in 2005 or later","31.8%","2.1","26.1%","1.6","*"
"DP04",51.0,"Moved in 2000 to 2004","34.1%","2.0","38.4%","1.7",
"DP04",52.0,"Moved in 1990 to 1999","24.3%","1.4","23.8%","1.4",
"DP04",53.0,"Moved in 1980 to 1989","7.2%","0.7","7.5%","1.0",
"DP04",54.0,"Moved in 1970 to 1979","2.3%","0.6","3.5%
