,0,0,0,286,0,286,0,0,0,0,0,0,0,286,"1,074",7,2,9
,Other,,"2,460",0,170,"1,951",0,0,0,0,452,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,182,915,0,6,0,0,102,0,"3,778","6,238",21,31,52
Total,,,"696,250","5,957","10,217","31,270",0,"1,665","1,665",0,"6,359","6,359",0,206,0,0,0,0,0,0,0,0,0,107,397,868,"1,859","5,246","7,973","17,205","17,907",10,"1,313",176,837,0,"101,599","797,849","5,802",847,"6,649"
Persian Gulfb,,,"172,752",0,32,0,0,329,329,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,606",0,0,549,0,0,0,"4,580"
