f any race)",100,"Female, bachelor's degree or higher","21.6","+/-1.4","10.4","+/-3.5"
"400","Hispanic or Latino (of any race)",101,"Women 15 to 50 years","190,951","+/-2,956","39,261","+/-1,761"
"400","Hispanic or Latino (of any race)",102,"Women 15 to 50 years who had a birth in the past 12 months","11,203","+/-2,227","2,275","+/-975"
"400","Hispanic or Latino (of any race)",103,"Unmarried women 15 to 50 years who had a birth in the past 12 months","5,050","+/-1,689","1,025","+/-745"
"400","Hispanic or La
