,367 ","56,308 ","56,114 ","56,081 ","56,114 ","55,987 ","55,836 "
Lake,Illinois,"516,418 ","520,187 ","532,119 ","543,244 ","554,697 ","567,357 ","580,911 ","596,182 ","609,714 ","621,618 ","633,094 ","644,356 "
La Salle,Illinois,"106,913 ","107,126 ","107,553 ","108,182 ","109,093 ","109,459 ","109,936 ","110,660 ","110,956 ","111,422 ","111,600 ","111,509 "
Lawrence,Illinois,"15,972 ","15,928 ","16,025 ","15,956 ","15,992 ","16,080 ","16,178 ","16,025 ","15,831 ","15,683 ","15,546 ","15,452 "
Lee,Illinoi
