B19127",1.000,"Aggregate family income in the past 12 months (in 2007 inflation-adjusted dollars)","122,588,899,700","+/-1,658,545,771","120,930,353,929","124,247,445,471"
"B19128",.,"AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) BY FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS",,,,
"B19128",.,"Universe:  Families",,,,
"B19128",1.000,"Aggregate family income in the past 12 months (in 2007 inflation-adjusted dollars):","122,588,899,700","+/-1,658,545,771","120,93
