ND POWER LINES DOWN (LZK)
1905,UNK,WALNUT RIDGE,LAWRENCE,AR,36.07,-90.96,POWER LINES DOWN,WINDOWS BLOWN OUT (MEG)
1905,UNK,AMES,MONROE,IL,38.15,-90.06,12 INCH DIAMETER TREE LIMB DOWNED (LSX)
1920,UNK,CAYCE,FULTON,KY,36.55,-89.04,TREES DOWN ON HIGHWAY 781. TREE DOWN ON HIGHWAY 239. (PAH)
1925,UNK,8 S SHREVEPORT,CADDO,LA,32.36,-93.8,FEW TREES AND POWERLINES DOWN IN SOUTH SHREVEPORT (SHV)
1930,UNK,3 NE FRIENDSHIP,CROCKETT,TN,35.94,-89.2,CARPORTS AND ROOFS DAMAGED (MEG)
1930,UNK,TRENTON,GIBSON,TN,35.97,-88.94,T
