      4","      70","     $700 to $999","        46,933","  14.6%","        61,328","  19.5%","   4.9%","+/-2.6%","yes"
"        4","      71","     $1,000 to $1,499","        83,452","  26.0%","        78,689","  25.0%","- 1.0%","+/-3.0%","no"
"        4","      72","     $1,500 to $1,999","        35,231","  11.0%","        31,457","  10.0%","- 1.0%","+/-1.8%","no"
"        4","      73","     $2,000 or more","        23,723","   7.4%","        20,495","   6.5%","- 0.9%","+/-1.5%","no"
"        4","  
