/-4.3","13.1","+/-12.3"
"686","Americas:",246,"Married-couple family","3.5","+/-0.8","10.1","+/-4.5"
"686","Americas:",247,"With related children under 18 years","4.7","+/-1.5","10.1","+/-5.5"
"686","Americas:",248,"With related children under 5 years only","5.5","+/-4.5","N","N"
"686","Americas:",249,"Female householder, no husband present, family","25.7","+/-4.1","38.9","+/-16.5"
"686","Americas:",250,"With related children under 18 years","31.2","+/-5.2","42.3","+/-18.7"
"686","Americas:",251,"With relat
