er of women 15 to 50 years old who had"," "," "," "," "," "," "," "
"        2","      29","          a birth in the past 12 months","   79,619","   100%","        91,823","   100%","        12,204","+/-12,804","no"
"        2","      30","Unmarried women (widowed, divorced, and never married)","   25,318","  31.8%","        28,685","  31.2%","- 0.6%","+/-11.1%","no"
"        2","      31","     Per 1,000 unmarried women","       42","(NA)","            47","(NA)","             5","+/-17","no"
"        
