   "",            "",            "",            "",            "",
  "17",          2721,        -39305,          -330,          2565,         -4102,          4588,         -4384,         -5568,
  "18",        -11507,        -24319,         -1662,        -17156,        -14713,         22024,          1941,        -10169,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "19",         10166,          5449,         -2384,     
