 to $14,999","$15,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","$100,000 to $149,999","$150,000 and over",Not reported
BOTH SEXES,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         
.Total,"35,685","1,202",885,674,"2,668","3,406","2,924","7,505","4,719","4,089","2,519","5,094"
..Nursery School,         ,         ,         ,         ,         ,         ,         ,
