     4","      66","Housing units with a mortgage","       213,914","   100%","       215,647","   100%","         1,733","+/-15,391","no"
"        4","      67","     Less than $300","           765","   0.2%","           426","   0.1%","- 0.1%","+/-0.2%","no"
"        4","      68","     $300 to $499","         6,157","   1.9%","         6,944","   2.2%","   0.3%","+/-0.8%","no"
"        4","      69","     $500 to $699","        17,653","   5.5%","        16,308","   5.2%","- 0.3%","+/-1.7%","no"
"  
