hite alone or in combination with one or more other races, not Hispanic or Latino",155,"In labor force","66.1","+/-0.9","65.5","+/-1.0"
"452","White alone or in combination with one or more other races, not Hispanic or Latino",156,"Civilian labor force","65.5","+/-0.9","64.9","+/-0.9"
"452","White alone or in combination with one or more other races, not Hispanic or Latino",157,"Employed","61.5","+/-0.9","61.4","+/-1.1"
"452","White alone or in combination with one or more other races, not Hispanic or Latin
