    4489,          6303,          7796,
  "73",        -12320,        -12810,        -11263,         -9236,         -8151,         -5567,         -3485,           426,
  "74",          9247,          8799,          8191,          7763,          9630,         10303,          7363,          7020,
  "75",          -272,          -291,          -352,          -343,          -339,          -363,          -372,          -398,
  "76",         -3345,         -4302,         -3425,         -1815,          1141,  
