935","10,594","14,464"
"B04003",68.000,"Serbian","48","+/-82","0","130"
"B04003",69.000,"Slavic","155","+/-147","8","302"
"B04003",70.000,"Slovak","549","+/-320","229","869"
"B04003",71.000,"Slovene","167","+/-165","2","332"
"B04003",72.000,"Soviet Union","0","+/-292","0","292"
"B04003",73.000,"Subsaharan African:","1,661","+/-952","709","2,613"
"B04003",74.000,"Cape Verdean","0","+/-292","0","292"
"B04003",75.000,"Ethiopian","0","+/-292","0","292"
"B04003",76.000,"Ghanian","219","+/-263","0","482"
"B04003"
