"
"716","Central America:",221,"Mean Supplemental Security Income (dollars)","9,822","+/-1,262","5,741","+/-2,135"
"716","Central America:",222,"With cash public assistance income","1.5","+/-0.4","N","N"
"716","Central America:",223,"Mean cash public assistance income (dollars)","3,460","+/-804","1,016","+/-13"
"716","Central America:",224,"With retirement income","18.4","+/-1.0","2.3","+/-1.7"
"716","Central America:",225,"Mean retirement income (dollars)","24,190","+/-1,693","5,672","+/-3,223"
"716","Cent
